id_reserva,id_pasajero,id_vuelo,numero_asiento,fecha_hora_reserva,motivo_viaje,tipo_boleto,estado
685,685,3,3-07,2024-06-01 23:42:59,Negocios,Primera Clase,Cancelado
686,686,9,9-39,2024-03-03 19:55:11,Turismo,Económico,Cancelado
687,687,8,8-38,2024-08-27 21:45:18,Estudio,Primera Clase,Confirmada
688,688,6,6-21,2024-02-29 14:06:16,Estudio,Primera Clase,Confirmada
689,689,9,9-02,2024-01-17 07:32:21,Negocios,Ejecutivo,Confirmada
690,690,4,4-12,2024-05-27 11:26:43,Negocios,Ejecutivo,Pendiente
691,691,8,8-26,2024-03-05 06:04:13,Negocios,Primera Clase,Pendiente
692,692,9,9-17,2024-08-04 10:59:33,Turismo,Ejecutivo,Pendiente
693,693,5,5-03,2024-02-19 14:08:26,Turismo,Primera Clase,Cancelado
694,694,7,7-08,2024-05-26 10:32:45,Turismo,Ejecutivo,Confirmada
695,695,4,4-10,2024-02-11 02:23:02,Trabajo,Ejecutivo,Pendiente
696,696,1,1-07,2024-06-14 14:43:35,Trabajo,Primera Clase,Confirmada
697,697,1,1-40,2024-06-14 23:59:42,Negocios,Ejecutivo,Cancelado
698,698,6,6-13,2024-08-25 21:49:46,Estudio,Económico,Cancelado
699,699,9,9-03,2024-06-11 11:17:06,Trabajo,Económico,Cancelado
700,700,1,1-35,2024-10-17 17:30:58,Estudio,Económico,Cancelado
701,701,4,4-24,2024-04-29 08:26:52,Trabajo,Ejecutivo,Pendiente
702,702,5,5-14,2024-11-08 07:53:40,Negocios,Económico,Pendiente
703,703,4,4-27,2024-07-05 09:03:13,Estudio,Económico,Confirmada
704,704,5,5-12,2024-08-10 10:15:07,Turismo,Económico,Pendiente
705,705,3,3-18,2024-10-26 09:30:39,Negocios,Económico,Confirmada
706,706,2,2-45,2024-07-01 21:53:25,Trabajo,Ejecutivo,Pendiente
707,707,5,5-07,2024-10-24 02:09:35,Negocios,Primera Clase,Cancelado
708,708,1,1-09,2024-06-06 00:57:48,Estudio,Primera Clase,Confirmada
709,709,2,2-13,2024-02-24 23:28:30,Estudio,Ejecutivo,Pendiente
710,710,5,5-18,2024-01-24 09:39:00,Negocios,Primera Clase,Pendiente
711,711,4,4-39,2024-01-07 21:01:55,Trabajo,Económico,Cancelado
712,712,2,2-48,2024-06-13 03:29:25,Negocios,Ejecutivo,Cancelado
713,713,5,5-03,2024-06-30 01:12:28,Turismo,Primera Clase,Confirmada
714,714,10,10-12,2024-02-26 06:45:49,Negocios,Económico,Cancelado
715,715,4,4-07,2024-02-23 11:05:36,Estudio,Primera Clase,Cancelado
716,716,4,4-15,2024-01-16 05:15:03,Estudio,Ejecutivo,Confirmada
717,717,8,8-08,2024-01-10 04:39:24,Estudio,Primera Clase,Confirmada
718,718,3,3-14,2024-01-06 10:38:46,Negocios,Ejecutivo,Cancelado
719,719,5,5-12,2024-01-29 13:06:43,Negocios,Económico,Cancelado
720,720,8,8-16,2024-11-07 16:57:28,Estudio,Ejecutivo,Confirmada
721,721,3,3-34,2024-03-03 14:00:15,Trabajo,Económico,Cancelado
722,722,4,4-23,2024-05-13 19:45:07,Turismo,Primera Clase,Pendiente
723,723,1,1-38,2024-10-03 14:07:00,Turismo,Económico,Pendiente
724,724,1,1-17,2024-08-15 13:55:20,Estudio,Ejecutivo,Pendiente
725,725,1,1-39,2024-06-20 12:28:40,Trabajo,Primera Clase,Pendiente
726,726,5,5-01,2024-11-03 13:52:36,Turismo,Primera Clase,Cancelado
727,727,5,5-08,2024-09-05 11:38:28,Negocios,Económico,Confirmada
728,728,5,5-06,2024-05-23 15:14:47,Negocios,Económico,Pendiente
729,729,2,2-29,2024-10-21 17:41:09,Negocios,Ejecutivo,Confirmada
730,730,7,7-27,2024-02-02 02:22:13,Trabajo,Económico,Cancelado
731,731,5,5-22,2024-04-20 17:09:10,Estudio,Primera Clase,Confirmada
732,732,5,5-10,2024-08-31 17:47:43,Trabajo,Primera Clase,Confirmada
733,733,1,1-02,2024-04-13 04:50:03,Turismo,Primera Clase,Cancelado
734,734,1,1-20,2024-04-24 19:53:39,Estudio,Económico,Pendiente
735,735,10,10-33,2024-06-16 02:10:04,Negocios,Económico,Confirmada
736,736,9,9-25,2024-02-03 23:58:20,Estudio,Económico,Confirmada
737,737,8,8-28,2024-07-04 09:15:06,Trabajo,Primera Clase,Confirmada
738,738,6,6-06,2024-09-04 20:30:25,Negocios,Primera Clase,Pendiente
739,739,4,4-11,2024-07-01 21:03:03,Estudio,Primera Clase,Cancelado
740,740,7,7-04,2024-09-29 16:54:09,Estudio,Económico,Confirmada
741,741,1,1-29,2024-08-09 06:27:06,Estudio,Económico,Pendiente
742,742,5,5-12,2024-04-15 13:59:23,Trabajo,Primera Clase,Pendiente
743,743,8,8-08,2024-10-16 02:27:19,Negocios,Ejecutivo,Confirmada
744,744,5,5-02,2024-09-29 22:29:54,Negocios,Ejecutivo,Cancelado
745,745,3,3-20,2024-01-15 01:38:31,Turismo,Económico,Cancelado
746,746,5,5-08,2024-03-06 01:56:19,Estudio,Ejecutivo,Pendiente
747,747,2,2-14,2024-02-23 06:20:07,Trabajo,Económico,Confirmada
748,748,1,1-27,2024-06-21 21:14:52,Trabajo,Económico,Cancelado
749,749,3,3-41,2024-02-09 07:45:16,Estudio,Primera Clase,Pendiente
750,750,7,7-14,2024-06-28 08:42:35,Turismo,Económico,Confirmada
751,751,4,4-29,2024-07-28 03:50:30,Estudio,Primera Clase,Cancelado
752,752,3,3-03,2024-08-26 17:35:19,Estudio,Primera Clase,Pendiente
753,753,7,7-40,2024-08-10 21:41:24,Turismo,Ejecutivo,Confirmada
754,754,5,5-06,2024-07-26 20:52:33,Negocios,Económico,Cancelado
755,755,5,5-12,2024-06-04 21:48:51,Turismo,Económico,Pendiente
756,756,7,7-20,2024-03-14 07:24:26,Estudio,Económico,Cancelado
757,757,4,4-12,2024-05-02 14:06:58,Estudio,Primera Clase,Confirmada
758,758,8,8-34,2024-03-08 00:07:27,Negocios,Económico,Pendiente
759,759,3,3-41,2024-11-04 23:59:35,Negocios,Ejecutivo,Pendiente
760,760,5,5-03,2024-04-11 19:05:51,Turismo,Primera Clase,Cancelado
761,761,1,1-03,2024-02-13 10:47:31,Negocios,Ejecutivo,Confirmada
762,762,7,7-28,2024-07-21 11:56:30,Estudio,Económico,Confirmada
763,763,9,9-38,2024-03-20 21:05:03,Negocios,Ejecutivo,Pendiente
764,764,4,4-33,2024-04-21 04:28:39,Negocios,Primera Clase,Pendiente
765,765,5,5-08,2024-07-03 22:37:07,Estudio,Primera Clase,Cancelado
766,766,9,9-19,2024-01-31 06:56:20,Negocios,Económico,Confirmada
767,767,2,2-14,2024-08-09 06:13:26,Negocios,Económico,Cancelado
768,768,8,8-39,2024-02-14 23:38:51,Trabajo,Primera Clase,Cancelado
769,769,10,10-01,2024-02-10 06:03:20,Negocios,Ejecutivo,Confirmada
770,770,7,7-12,2024-10-20 06:41:15,Estudio,Económico,Pendiente
771,771,6,6-04,2024-07-12 21:15:32,Estudio,Ejecutivo,Pendiente
772,772,4,4-36,2024-02-23 13:10:32,Estudio,Primera Clase,Pendiente
773,773,7,7-37,2024-04-29 20:40:24,Estudio,Primera Clase,Confirmada
774,774,9,9-31,2024-05-25 21:33:13,Turismo,Primera Clase,Cancelado
775,775,10,10-31,2024-01-23 00:29:09,Estudio,Económico,Confirmada
776,776,2,2-28,2024-09-11 20:04:46,Estudio,Primera Clase,Confirmada
777,777,5,5-03,2024-06-04 13:42:29,Turismo,Ejecutivo,Cancelado
778,778,2,2-36,2024-06-28 14:57:31,Estudio,Económico,Pendiente
779,779,3,3-03,2024-11-10 23:30:25,Negocios,Económico,Pendiente
780,780,2,2-38,2024-02-22 08:15:25,Turismo,Primera Clase,Cancelado
781,781,7,7-18,2024-01-11 00:37:21,Negocios,Ejecutivo,Confirmada
782,782,1,1-28,2024-06-14 03:06:59,Estudio,Primera Clase,Confirmada
783,783,8,8-15,2024-07-27 02:09:25,Negocios,Económico,Pendiente
784,784,8,8-28,2024-06-24 14:54:03,Negocios,Ejecutivo,Cancelado
785,785,2,2-31,2024-01-28 15:59:52,Trabajo,Primera Clase,Cancelado
786,786,4,4-27,2024-05-13 06:40:58,Trabajo,Ejecutivo,Confirmada
787,787,5,5-05,2024-09-08 19:27:45,Turismo,Primera Clase,Cancelado
788,788,4,4-34,2024-07-18 02:04:24,Turismo,Primera Clase,Pendiente
789,789,5,5-19,2024-02-12 05:29:53,Negocios,Económico,Pendiente
790,790,9,9-22,2024-03-14 00:31:30,Turismo,Ejecutivo,Pendiente
791,791,9,9-26,2024-07-09 06:15:41,Negocios,Ejecutivo,Pendiente
792,792,1,1-33,2024-06-17 17:59:03,Negocios,Primera Clase,Pendiente
793,793,7,7-28,2024-05-24 16:36:02,Estudio,Primera Clase,Pendiente
794,794,6,6-22,2024-07-21 06:53:41,Turismo,Primera Clase,Confirmada
795,795,10,10-14,2024-01-14 01:26:48,Estudio,Ejecutivo,Cancelado
796,796,1,1-21,2024-01-15 01:35:17,Negocios,Ejecutivo,Cancelado
797,797,2,2-45,2024-03-25 06:06:21,Estudio,Ejecutivo,Confirmada
798,798,1,1-31,2024-09-19 04:38:31,Estudio,Primera Clase,Pendiente
799,799,7,7-21,2024-07-22 08:43:56,Negocios,Económico,Cancelado
800,800,10,10-37,2024-02-13 09:46:05,Negocios,Ejecutivo,Pendiente
801,801,9,9-10,2024-05-12 09:48:42,Turismo,Económico,Pendiente
802,802,1,1-35,2024-09-20 13:09:05,Trabajo,Primera Clase,Pendiente
803,803,3,3-31,2024-08-31 17:10:33,Trabajo,Ejecutivo,Cancelado
804,804,1,1-28,2024-11-21 08:17:38,Estudio,Ejecutivo,Pendiente
805,805,6,6-23,2024-10-10 08:33:15,Turismo,Primera Clase,Cancelado
806,806,4,4-01,2024-01-13 22:25:57,Negocios,Ejecutivo,Confirmada
807,807,3,3-20,2024-10-27 08:22:20,Trabajo,Ejecutivo,Confirmada
808,808,10,10-02,2024-01-02 15:30:29,Turismo,Primera Clase,Pendiente
809,809,5,5-17,2024-06-02 07:59:04,Estudio,Ejecutivo,Cancelado
810,810,4,4-32,2024-05-10 13:20:27,Negocios,Ejecutivo,Pendiente
811,811,10,10-34,2024-10-16 18:38:12,Trabajo,Primera Clase,Pendiente
812,812,4,4-33,2024-05-20 15:30:47,Turismo,Ejecutivo,Cancelado
813,813,10,10-44,2024-04-19 02:06:36,Estudio,Económico,Cancelado
814,814,8,8-10,2024-04-22 17:02:46,Estudio,Ejecutivo,Cancelado
815,815,5,5-19,2024-09-20 03:17:38,Estudio,Primera Clase,Cancelado
816,816,2,2-48,2024-07-30 17:22:37,Negocios,Económico,Confirmada
817,817,1,1-24,2024-10-16 19:53:33,Turismo,Económico,Pendiente
818,818,3,3-28,2024-03-05 11:15:39,Turismo,Ejecutivo,Confirmada
819,819,4,4-03,2024-07-04 12:13:49,Estudio,Primera Clase,Confirmada
820,820,6,6-18,2024-01-03 10:55:26,Negocios,Económico,Cancelado
821,821,2,2-42,2024-09-10 13:18:52,Negocios,Primera Clase,Pendiente
822,822,8,8-40,2024-04-01 04:11:35,Estudio,Económico,Cancelado
823,823,4,4-28,2024-10-07 22:18:41,Negocios,Ejecutivo,Confirmada
824,824,6,6-11,2024-02-26 10:04:40,Turismo,Ejecutivo,Cancelado
825,825,1,1-40,2024-01-10 00:57:51,Estudio,Primera Clase,Cancelado
826,826,10,10-02,2024-03-06 04:58:58,Estudio,Ejecutivo,Confirmada
827,827,9,9-17,2024-02-14 08:50:54,Estudio,Ejecutivo,Confirmada
828,828,2,2-30,2024-02-11 19:07:35,Turismo,Primera Clase,Pendiente
829,829,10,10-04,2024-08-30 17:58:57,Negocios,Ejecutivo,Pendiente
830,830,5,5-04,2024-07-06 06:26:48,Negocios,Económico,Pendiente
831,831,1,1-37,2024-03-16 19:35:00,Trabajo,Económico,Confirmada
832,832,2,2-08,2024-10-03 22:57:40,Estudio,Económico,Confirmada
833,833,4,4-21,2024-09-16 20:34:25,Trabajo,Ejecutivo,Confirmada
834,834,10,10-22,2024-09-07 00:54:01,Turismo,Primera Clase,Confirmada
835,835,3,3-36,2024-02-22 15:05:33,Trabajo,Económico,Pendiente
836,836,5,5-14,2024-02-06 13:39:56,Turismo,Económico,Cancelado
837,837,9,9-19,2024-10-07 09:59:25,Turismo,Primera Clase,Cancelado
838,838,6,6-16,2024-03-19 12:33:29,Estudio,Primera Clase,Cancelado
839,839,7,7-25,2024-04-13 15:56:00,Turismo,Primera Clase,Confirmada
840,840,2,2-09,2024-10-13 19:42:42,Turismo,Primera Clase,Confirmada
841,841,6,6-34,2024-07-19 01:15:27,Turismo,Económico,Pendiente
842,842,1,1-03,2024-02-19 17:31:57,Turismo,Económico,Cancelado
843,843,6,6-28,2024-05-17 08:22:23,Trabajo,Ejecutivo,Cancelado
844,844,5,5-04,2024-09-30 08:01:35,Trabajo,Ejecutivo,Confirmada
845,845,6,6-04,2024-04-12 01:40:46,Estudio,Ejecutivo,Confirmada
846,846,7,7-35,2024-11-18 23:11:07,Turismo,Ejecutivo,Cancelado
847,847,5,5-05,2024-09-22 20:53:36,Estudio,Económico,Confirmada
848,848,7,7-10,2024-08-31 19:33:52,Estudio,Económico,Pendiente
849,849,7,7-28,2024-07-13 20:13:19,Trabajo,Ejecutivo,Confirmada
850,850,2,2-09,2024-08-18 11:09:34,Turismo,Primera Clase,Confirmada
851,851,8,8-20,2024-02-28 20:44:43,Trabajo,Ejecutivo,Cancelado
852,852,5,5-10,2024-02-14 10:57:18,Negocios,Ejecutivo,Cancelado
853,853,1,1-21,2024-10-24 08:08:48,Estudio,Económico,Pendiente
854,854,7,7-07,2024-06-01 16:55:25,Negocios,Primera Clase,Pendiente
855,855,2,2-35,2024-06-02 14:21:38,Estudio,Primera Clase,Confirmada
856,856,5,5-17,2024-08-23 02:26:38,Turismo,Económico,Cancelado
857,857,5,5-22,2024-04-24 20:48:20,Trabajo,Económico,Confirmada
858,858,4,4-33,2024-06-14 06:21:14,Turismo,Primera Clase,Confirmada
859,859,8,8-46,2024-05-11 08:26:54,Turismo,Ejecutivo,Confirmada
860,860,7,7-31,2024-03-04 18:53:39,Estudio,Primera Clase,Cancelado
861,861,9,9-38,2024-04-26 09:32:53,Trabajo,Primera Clase,Cancelado
862,862,4,4-19,2024-03-14 06:29:31,Trabajo,Primera Clase,Pendiente
863,863,6,6-07,2024-06-19 02:56:25,Estudio,Ejecutivo,Pendiente
864,864,5,5-19,2024-01-15 02:33:27,Negocios,Económico,Pendiente
865,865,6,6-16,2024-06-13 05:48:27,Negocios,Económico,Cancelado
866,866,2,2-28,2024-04-08 04:45:25,Trabajo,Económico,Confirmada
867,867,4,4-33,2024-02-12 15:15:21,Trabajo,Ejecutivo,Confirmada
868,868,7,7-31,2024-03-28 03:21:43,Negocios,Primera Clase,Cancelado
869,869,9,9-15,2024-10-15 04:34:39,Turismo,Económico,Confirmada
870,870,4,4-38,2024-03-25 00:18:17,Estudio,Primera Clase,Pendiente
871,871,4,4-10,2024-02-27 16:57:01,Estudio,Ejecutivo,Pendiente
872,872,1,1-04,2024-04-26 15:52:09,Estudio,Primera Clase,Cancelado
873,873,10,10-01,2024-04-15 07:15:06,Trabajo,Ejecutivo,Pendiente
874,874,3,3-23,2024-05-25 04:44:11,Estudio,Económico,Confirmada
875,875,4,4-36,2024-11-08 19:54:20,Estudio,Primera Clase,Confirmada
876,876,4,4-21,2024-09-12 12:59:01,Turismo,Económico,Cancelado
877,877,10,10-34,2024-05-14 14:58:01,Trabajo,Económico,Confirmada
878,878,1,1-40,2024-09-10 20:13:39,Trabajo,Primera Clase,Cancelado
879,879,1,1-02,2024-05-29 09:19:37,Negocios,Ejecutivo,Confirmada
880,880,5,5-15,2024-09-23 13:34:30,Negocios,Económico,Pendiente
881,881,3,3-15,2024-10-28 21:47:49,Trabajo,Económico,Pendiente
882,882,4,4-16,2024-06-11 11:21:48,Negocios,Ejecutivo,Pendiente
883,883,10,10-14,2024-08-01 13:53:36,Estudio,Ejecutivo,Cancelado
884,884,5,5-04,2024-03-25 22:32:58,Estudio,Ejecutivo,Pendiente
885,885,10,10-04,2024-06-23 06:35:50,Negocios,Económico,Cancelado
886,886,3,3-26,2024-09-13 08:44:28,Trabajo,Económico,Confirmada
887,887,4,4-08,2024-10-29 13:47:52,Trabajo,Primera Clase,Confirmada
888,888,4,4-10,2024-03-16 13:55:17,Trabajo,Ejecutivo,Cancelado
889,889,3,3-37,2024-04-13 08:50:53,Trabajo,Económico,Cancelado
890,890,7,7-16,2024-10-26 14:20:03,Negocios,Ejecutivo,Pendiente
891,891,4,4-07,2024-03-15 13:53:37,Negocios,Primera Clase,Pendiente
892,892,2,2-08,2024-11-04 21:24:12,Negocios,Económico,Cancelado
893,893,7,7-31,2024-05-22 14:36:27,Negocios,Ejecutivo,Pendiente
894,894,4,4-10,2024-11-18 05:06:10,Turismo,Primera Clase,Confirmada
895,895,5,5-13,2024-10-16 19:52:35,Trabajo,Ejecutivo,Cancelado
896,896,10,10-12,2024-01-28 11:50:42,Negocios,Ejecutivo,Cancelado
897,897,1,1-09,2024-08-07 11:24:22,Turismo,Económico,Confirmada
898,898,3,3-19,2024-08-18 14:59:28,Estudio,Primera Clase,Pendiente
899,899,7,7-13,2024-08-12 06:42:54,Estudio,Primera Clase,Confirmada
900,900,5,5-04,2024-03-28 08:50:45,Negocios,Ejecutivo,Pendiente
901,901,2,2-33,2024-10-14 09:55:51,Negocios,Primera Clase,Cancelado
902,902,9,9-41,2024-01-08 08:03:31,Estudio,Primera Clase,Confirmada
903,903,3,3-23,2024-03-17 03:36:21,Turismo,Económico,Cancelado
904,904,7,7-28,2024-05-27 00:49:55,Trabajo,Primera Clase,Confirmada
905,905,5,5-11,2024-10-29 18:08:37,Trabajo,Económico,Pendiente
906,906,9,9-41,2024-07-25 14:06:42,Trabajo,Primera Clase,Confirmada
907,907,2,2-48,2024-10-31 22:29:00,Estudio,Primera Clase,Confirmada
908,908,8,8-38,2024-01-21 23:49:04,Estudio,Ejecutivo,Cancelado
909,909,6,6-10,2024-05-31 06:40:20,Estudio,Ejecutivo,Confirmada
910,910,10,10-44,2024-09-01 23:14:36,Negocios,Ejecutivo,Confirmada
911,911,2,2-33,2024-10-11 06:24:05,Estudio,Económico,Cancelado
912,912,10,10-11,2024-08-08 11:25:22,Negocios,Primera Clase,Confirmada
913,913,10,10-03,2024-03-11 15:41:08,Estudio,Económico,Cancelado
914,914,4,4-38,2024-05-08 09:45:01,Negocios,Económico,Cancelado
915,915,1,1-09,2024-09-03 12:13:56,Turismo,Ejecutivo,Cancelado
916,916,2,2-14,2024-02-11 14:34:01,Estudio,Económico,Confirmada
917,917,3,3-35,2024-05-24 16:39:24,Trabajo,Ejecutivo,Cancelado
918,918,8,8-29,2024-03-21 08:28:35,Trabajo,Económico,Cancelado
919,919,2,2-12,2024-02-01 13:16:50,Trabajo,Primera Clase,Pendiente
920,920,10,10-04,2024-07-02 01:48:57,Trabajo,Primera Clase,Confirmada
921,921,10,10-02,2024-11-24 12:18:38,Estudio,Ejecutivo,Pendiente
922,922,5,5-16,2024-08-13 07:22:24,Estudio,Económico,Pendiente
923,923,2,2-11,2024-07-01 06:06:18,Turismo,Económico,Pendiente
924,924,1,1-21,2024-06-06 15:13:56,Trabajo,Ejecutivo,Cancelado
925,925,7,7-15,2024-10-23 03:35:01,Trabajo,Económico,Pendiente
926,926,5,5-08,2024-03-28 17:32:07,Negocios,Ejecutivo,Pendiente
927,927,9,9-10,2024-10-15 22:25:19,Trabajo,Primera Clase,Pendiente
928,928,8,8-15,2024-03-29 17:36:11,Trabajo,Primera Clase,Cancelado
929,929,5,5-08,2024-01-31 06:37:32,Turismo,Económico,Confirmada
930,930,5,5-13,2024-08-09 09:19:45,Turismo,Ejecutivo,Cancelado
931,931,7,7-14,2024-02-20 06:40:07,Turismo,Económico,Cancelado
932,932,9,9-14,2024-03-08 02:54:59,Trabajo,Económico,Cancelado
933,933,3,3-02,2024-11-24 02:01:58,Negocios,Primera Clase,Pendiente
934,934,6,6-03,2024-06-09 17:38:38,Trabajo,Económico,Cancelado
935,935,1,1-38,2024-08-01 07:27:55,Turismo,Ejecutivo,Confirmada
936,936,10,10-38,2024-07-01 11:44:22,Trabajo,Ejecutivo,Cancelado
937,937,6,6-33,2024-09-07 22:54:28,Trabajo,Ejecutivo,Pendiente
938,938,7,7-11,2024-02-08 18:45:46,Negocios,Económico,Pendiente
939,939,1,1-07,2024-07-23 22:26:34,Negocios,Primera Clase,Confirmada
940,940,1,1-24,2024-11-21 15:30:35,Estudio,Económico,Pendiente
941,941,9,9-13,2024-08-29 09:38:47,Negocios,Económico,Confirmada
942,942,5,5-13,2024-02-11 09:29:09,Estudio,Primera Clase,Cancelado
943,943,8,8-13,2024-06-28 12:22:25,Turismo,Ejecutivo,Confirmada
944,944,10,10-33,2024-04-15 06:15:51,Trabajo,Ejecutivo,Confirmada
945,945,9,9-40,2024-10-02 23:05:32,Estudio,Ejecutivo,Cancelado
946,946,8,8-35,2024-08-17 02:12:59,Estudio,Primera Clase,Confirmada
947,947,4,4-25,2024-09-14 04:57:39,Estudio,Primera Clase,Confirmada
948,948,2,2-22,2024-10-01 04:47:59,Trabajo,Ejecutivo,Confirmada
949,949,9,9-01,2024-06-23 18:09:09,Trabajo,Ejecutivo,Confirmada
950,950,5,5-19,2024-08-14 11:35:45,Estudio,Primera Clase,Confirmada
951,951,9,9-16,2024-07-12 17:08:16,Negocios,Económico,Confirmada
952,952,8,8-04,2024-01-07 22:23:58,Estudio,Ejecutivo,Cancelado
953,953,7,7-22,2024-04-02 02:51:56,Trabajo,Primera Clase,Cancelado
954,954,10,10-13,2024-05-04 13:32:15,Trabajo,Económico,Confirmada
955,955,8,8-43,2024-01-02 01:26:40,Estudio,Económico,Cancelado
956,956,4,4-28,2024-03-27 13:27:57,Negocios,Primera Clase,Confirmada
957,957,7,7-05,2024-09-02 22:51:57,Estudio,Ejecutivo,Pendiente
958,958,10,10-29,2024-05-27 07:55:28,Estudio,Primera Clase,Confirmada
959,959,9,9-18,2024-04-10 12:49:28,Trabajo,Económico,Confirmada
960,960,1,1-03,2024-03-10 21:39:45,Negocios,Ejecutivo,Cancelado
961,961,9,9-39,2024-09-28 21:03:18,Turismo,Ejecutivo,Confirmada
962,962,3,3-28,2024-08-19 09:27:14,Turismo,Económico,Cancelado
963,963,8,8-34,2024-02-20 02:36:12,Turismo,Económico,Pendiente
964,964,2,2-34,2024-01-08 19:38:31,Turismo,Primera Clase,Pendiente
965,965,10,10-05,2024-03-13 10:38:41,Negocios,Ejecutivo,Cancelado
966,966,7,7-21,2024-03-10 14:10:23,Turismo,Económico,Pendiente
967,967,7,7-14,2024-10-18 13:53:29,Turismo,Primera Clase,Confirmada
968,968,3,3-01,2024-10-10 10:34:10,Trabajo,Económico,Cancelado
969,969,6,6-06,2024-06-01 12:26:22,Turismo,Económico,Pendiente
970,970,9,9-37,2024-07-29 16:50:09,Trabajo,Primera Clase,Pendiente
971,971,10,10-02,2024-11-08 09:54:30,Turismo,Primera Clase,Pendiente
972,972,10,10-29,2024-07-12 22:33:52,Turismo,Primera Clase,Pendiente
973,973,6,6-22,2024-09-18 07:09:46,Negocios,Económico,Pendiente
974,974,8,8-44,2024-11-20 20:40:47,Negocios,Primera Clase,Cancelado
975,975,4,4-39,2024-04-12 03:52:41,Turismo,Primera Clase,Pendiente
976,976,3,3-42,2024-02-18 19:23:54,Estudio,Primera Clase,Confirmada
977,977,4,4-01,2024-06-05 19:13:38,Estudio,Económico,Confirmada
978,978,1,1-17,2024-08-24 15:06:51,Turismo,Económico,Cancelado
979,979,2,2-44,2024-06-09 04:29:33,Negocios,Primera Clase,Pendiente
980,980,2,2-06,2024-06-10 15:29:09,Negocios,Ejecutivo,Confirmada
981,981,10,10-01,2024-02-06 18:28:52,Trabajo,Primera Clase,Confirmada
982,982,4,4-35,2024-07-11 22:48:45,Negocios,Económico,Confirmada
983,983,1,1-41,2024-09-09 12:12:26,Estudio,Primera Clase,Confirmada
984,984,5,5-22,2024-02-10 09:31:39,Estudio,Primera Clase,Pendiente
985,985,2,2-01,2024-08-24 08:34:11,Turismo,Económico,Confirmada
986,986,6,6-01,2024-03-19 09:05:51,Turismo,Económico,Cancelado
987,987,5,5-18,2024-03-28 10:43:41,Trabajo,Primera Clase,Cancelado
988,988,6,6-04,2024-11-23 06:37:59,Estudio,Económico,Confirmada
989,989,8,8-36,2024-04-22 13:51:42,Negocios,Primera Clase,Confirmada
990,990,2,2-13,2024-06-30 09:04:26,Estudio,Ejecutivo,Confirmada
991,991,1,1-29,2024-10-03 03:47:22,Turismo,Económico,Cancelado
992,992,1,1-03,2024-11-14 18:29:56,Estudio,Económico,Cancelado
993,993,6,6-30,2024-06-27 04:50:43,Turismo,Primera Clase,Cancelado
994,994,9,9-25,2024-01-03 21:41:27,Turismo,Ejecutivo,Confirmada
995,995,4,4-32,2024-01-03 04:36:04,Estudio,Ejecutivo,Pendiente
996,996,1,1-29,2024-06-30 01:53:23,Estudio,Primera Clase,Pendiente
997,997,6,6-27,2024-10-26 05:57:59,Turismo,Económico,Pendiente
998,998,8,8-45,2024-09-14 17:20:56,Trabajo,Económico,Pendiente
999,999,8,8-18,2024-01-25 05:28:55,Negocios,Ejecutivo,Pendiente
1000,1000,8,8-44,2024-01-22 00:10:01,Trabajo,Ejecutivo,Confirmada
