id_equipaje,id_pasajero,tipo_equipaje,peso,descripcion,alto,ancho,profundidad,cobro_extra
730,377,De Bodega,17.61,Equipaje de bodega de 17.61 kg,35,46,28,0
731,378,Mano,27.17,Equipaje mano de 27.17 kg,48,22,31,0
732,378,De Bodega,12.87,Equipaje de bodega de 12.87 kg,49,54,49,50
733,379,De Bodega,24.28,Equipaje de bodega de 24.28 kg,63,46,24,50
734,379,De Bodega,12.28,Equipaje de bodega de 12.28 kg,36,26,26,100
735,379,De Bodega,13.02,Equipaje de bodega de 13.02 kg,74,30,33,100
736,380,Mano,29.16,Equipaje mano de 29.16 kg,59,30,28,0
737,380,Mano,9.29,Equipaje mano de 9.29 kg,39,57,34,0
738,380,Mano,7.62,Equipaje mano de 7.62 kg,41,25,24,0
739,381,De Bodega,14.45,Equipaje de bodega de 14.45 kg,35,52,21,100
740,382,De Bodega,12.23,Equipaje de bodega de 12.23 kg,31,57,46,50
741,382,Mano,15.66,Equipaje mano de 15.66 kg,68,21,46,0
742,382,De Bodega,24.56,Equipaje de bodega de 24.56 kg,54,51,22,100
743,383,De Bodega,7.17,Equipaje de bodega de 7.17 kg,61,26,13,50
744,383,De Bodega,22.36,Equipaje de bodega de 22.36 kg,69,52,46,0
745,383,Mano,6.28,Equipaje mano de 6.28 kg,30,43,15,0
746,384,Mano,13.81,Equipaje mano de 13.81 kg,47,30,34,0
747,385,De Bodega,22.03,Equipaje de bodega de 22.03 kg,80,30,33,50
748,386,De Bodega,15.44,Equipaje de bodega de 15.44 kg,63,45,41,50
749,386,Mano,12.59,Equipaje mano de 12.59 kg,77,49,30,0
750,386,De Bodega,12.52,Equipaje de bodega de 12.52 kg,35,44,38,100
751,387,De Bodega,15.7,Equipaje de bodega de 15.7 kg,35,37,10,100
752,388,De Bodega,31.85,Equipaje de bodega de 31.85 kg,36,38,38,0
753,389,Mano,18.34,Equipaje mano de 18.34 kg,74,20,44,0
754,389,De Bodega,14.35,Equipaje de bodega de 14.35 kg,58,21,48,50
755,389,Mano,18.91,Equipaje mano de 18.91 kg,37,30,23,0
756,390,Mano,22.51,Equipaje mano de 22.51 kg,41,41,33,0
757,391,De Bodega,9.08,Equipaje de bodega de 9.08 kg,50,24,36,50
758,391,De Bodega,17.72,Equipaje de bodega de 17.72 kg,74,37,33,50
759,392,Mano,17.26,Equipaje mano de 17.26 kg,39,53,10,0
760,393,Mano,12.68,Equipaje mano de 12.68 kg,71,20,16,0
761,393,De Bodega,15.4,Equipaje de bodega de 15.4 kg,50,54,42,0
762,393,Mano,21.72,Equipaje mano de 21.72 kg,53,30,22,0
763,394,Mano,9.41,Equipaje mano de 9.41 kg,49,24,13,0
764,394,De Bodega,26.88,Equipaje de bodega de 26.88 kg,68,42,26,50
765,395,Mano,7.96,Equipaje mano de 7.96 kg,63,44,12,0
766,395,Mano,27.11,Equipaje mano de 27.11 kg,79,26,18,0
767,395,Mano,25.42,Equipaje mano de 25.42 kg,72,55,16,0
768,396,Mano,19.74,Equipaje mano de 19.74 kg,40,22,33,0
769,397,Mano,9.86,Equipaje mano de 9.86 kg,66,43,20,0
770,397,Mano,19.85,Equipaje mano de 19.85 kg,66,36,21,0
771,397,Mano,5.13,Equipaje mano de 5.13 kg,65,47,33,0
772,398,Mano,31.45,Equipaje mano de 31.45 kg,51,51,21,0
773,398,Mano,27.32,Equipaje mano de 27.32 kg,38,53,20,0
774,399,De Bodega,21.4,Equipaje de bodega de 21.4 kg,52,38,19,0
775,400,De Bodega,29.02,Equipaje de bodega de 29.02 kg,49,35,31,50
776,401,De Bodega,29.23,Equipaje de bodega de 29.23 kg,44,45,10,0
777,402,Mano,15.34,Equipaje mano de 15.34 kg,63,29,19,0
778,402,Mano,30.72,Equipaje mano de 30.72 kg,52,46,33,0
779,403,Mano,10.32,Equipaje mano de 10.32 kg,80,57,41,0
780,403,Mano,31.58,Equipaje mano de 31.58 kg,64,54,32,0
781,403,De Bodega,28.8,Equipaje de bodega de 28.8 kg,80,60,21,100
782,404,De Bodega,22.99,Equipaje de bodega de 22.99 kg,77,33,23,0
783,404,Mano,21.4,Equipaje mano de 21.4 kg,69,38,24,0
784,405,Mano,30.79,Equipaje mano de 30.79 kg,36,39,45,0
785,405,De Bodega,8.89,Equipaje de bodega de 8.89 kg,67,36,10,0
786,406,Mano,11.92,Equipaje mano de 11.92 kg,39,30,23,0
787,406,Mano,31.91,Equipaje mano de 31.91 kg,36,60,12,0
788,406,De Bodega,18.25,Equipaje de bodega de 18.25 kg,40,46,13,100
789,407,De Bodega,29.94,Equipaje de bodega de 29.94 kg,35,24,12,0
790,408,Mano,27.92,Equipaje mano de 27.92 kg,68,29,41,0
791,408,Mano,5.78,Equipaje mano de 5.78 kg,47,47,35,0
792,409,De Bodega,22.16,Equipaje de bodega de 22.16 kg,37,51,36,0
793,409,Mano,31.83,Equipaje mano de 31.83 kg,38,51,48,0
794,409,Mano,8.26,Equipaje mano de 8.26 kg,43,47,25,0
795,410,Mano,21.6,Equipaje mano de 21.6 kg,49,25,35,0
796,410,De Bodega,18.01,Equipaje de bodega de 18.01 kg,61,33,25,100
797,411,Mano,14.24,Equipaje mano de 14.24 kg,33,43,35,0
798,411,Mano,16.24,Equipaje mano de 16.24 kg,65,27,37,0
799,412,De Bodega,12.27,Equipaje de bodega de 12.27 kg,68,47,31,0
800,412,Mano,17.74,Equipaje mano de 17.74 kg,53,30,17,0
801,412,Mano,11.27,Equipaje mano de 11.27 kg,59,42,36,0
802,413,De Bodega,26.26,Equipaje de bodega de 26.26 kg,48,23,13,50
803,413,Mano,30.53,Equipaje mano de 30.53 kg,69,40,48,0
804,414,Mano,7.31,Equipaje mano de 7.31 kg,71,21,28,0
805,415,De Bodega,6.55,Equipaje de bodega de 6.55 kg,68,42,35,50
806,416,De Bodega,12.54,Equipaje de bodega de 12.54 kg,80,51,18,50
807,417,Mano,5.79,Equipaje mano de 5.79 kg,70,25,49,0
808,417,De Bodega,12.07,Equipaje de bodega de 12.07 kg,43,25,28,50
809,418,Mano,16.83,Equipaje mano de 16.83 kg,42,22,50,0
810,419,De Bodega,27.32,Equipaje de bodega de 27.32 kg,77,36,43,0
811,420,Mano,8.41,Equipaje mano de 8.41 kg,33,36,14,0
812,421,Mano,14.45,Equipaje mano de 14.45 kg,43,38,50,0
813,422,Mano,26.46,Equipaje mano de 26.46 kg,34,44,16,0
814,423,Mano,6.32,Equipaje mano de 6.32 kg,68,46,15,0
815,424,De Bodega,19.19,Equipaje de bodega de 19.19 kg,49,37,44,50
816,424,Mano,7.89,Equipaje mano de 7.89 kg,49,50,17,0
817,424,De Bodega,18.14,Equipaje de bodega de 18.14 kg,41,42,40,100
818,425,De Bodega,30.41,Equipaje de bodega de 30.41 kg,54,36,39,100
819,426,Mano,10.08,Equipaje mano de 10.08 kg,61,48,49,0
820,426,De Bodega,29.93,Equipaje de bodega de 29.93 kg,79,57,14,50
821,426,Mano,16.6,Equipaje mano de 16.6 kg,45,57,44,0
822,427,Mano,28.61,Equipaje mano de 28.61 kg,72,39,44,0
823,427,Mano,31.16,Equipaje mano de 31.16 kg,52,35,26,0
824,427,Mano,6.24,Equipaje mano de 6.24 kg,76,32,14,0
825,428,Mano,12.28,Equipaje mano de 12.28 kg,75,45,10,0
826,428,De Bodega,31.21,Equipaje de bodega de 31.21 kg,37,37,34,0
827,429,De Bodega,25.46,Equipaje de bodega de 25.46 kg,62,42,19,0
828,429,De Bodega,14.32,Equipaje de bodega de 14.32 kg,38,26,48,50
829,429,Mano,20.29,Equipaje mano de 20.29 kg,68,24,22,0
830,430,Mano,21.28,Equipaje mano de 21.28 kg,49,22,44,0
831,430,De Bodega,15.02,Equipaje de bodega de 15.02 kg,40,51,46,100
832,431,De Bodega,19.77,Equipaje de bodega de 19.77 kg,69,44,11,0
833,431,Mano,21.45,Equipaje mano de 21.45 kg,73,52,14,0
834,432,De Bodega,18.97,Equipaje de bodega de 18.97 kg,70,40,42,50
835,433,De Bodega,20.15,Equipaje de bodega de 20.15 kg,50,46,33,100
836,434,Mano,19.65,Equipaje mano de 19.65 kg,44,53,24,0
837,434,Mano,29.76,Equipaje mano de 29.76 kg,78,25,28,0
838,435,Mano,9.85,Equipaje mano de 9.85 kg,46,21,46,0
839,435,Mano,12.13,Equipaje mano de 12.13 kg,30,39,48,0
840,435,De Bodega,10.64,Equipaje de bodega de 10.64 kg,39,29,32,100
841,436,Mano,17.32,Equipaje mano de 17.32 kg,52,46,28,0
842,437,Mano,30.47,Equipaje mano de 30.47 kg,62,20,10,0
843,437,Mano,10.0,Equipaje mano de 10.0 kg,75,53,24,0
844,438,Mano,27.83,Equipaje mano de 27.83 kg,66,21,43,0
845,438,Mano,27.53,Equipaje mano de 27.53 kg,62,54,41,0
846,439,Mano,20.41,Equipaje mano de 20.41 kg,60,25,21,0
847,439,De Bodega,13.84,Equipaje de bodega de 13.84 kg,43,37,38,100
848,439,Mano,31.56,Equipaje mano de 31.56 kg,41,27,44,0
849,440,De Bodega,23.54,Equipaje de bodega de 23.54 kg,72,26,35,0
850,441,Mano,27.47,Equipaje mano de 27.47 kg,69,47,46,0
851,442,Mano,28.06,Equipaje mano de 28.06 kg,66,53,25,0
852,443,Mano,27.56,Equipaje mano de 27.56 kg,49,37,47,0
853,444,De Bodega,28.43,Equipaje de bodega de 28.43 kg,58,38,44,0
854,444,De Bodega,16.32,Equipaje de bodega de 16.32 kg,67,50,14,50
855,445,De Bodega,24.08,Equipaje de bodega de 24.08 kg,65,20,14,100
856,445,Mano,25.07,Equipaje mano de 25.07 kg,40,28,10,0
857,445,Mano,18.43,Equipaje mano de 18.43 kg,43,58,45,0
858,446,De Bodega,20.79,Equipaje de bodega de 20.79 kg,54,31,32,100
859,447,De Bodega,23.67,Equipaje de bodega de 23.67 kg,48,42,48,50
860,447,De Bodega,10.95,Equipaje de bodega de 10.95 kg,58,23,42,50
861,448,Mano,17.46,Equipaje mano de 17.46 kg,78,39,10,0
862,448,De Bodega,11.1,Equipaje de bodega de 11.1 kg,64,23,16,50
863,449,Mano,14.94,Equipaje mano de 14.94 kg,64,44,39,0
864,449,De Bodega,12.91,Equipaje de bodega de 12.91 kg,32,30,34,100
865,450,De Bodega,10.16,Equipaje de bodega de 10.16 kg,35,60,50,100
866,451,De Bodega,23.15,Equipaje de bodega de 23.15 kg,63,58,10,0
867,451,Mano,5.19,Equipaje mano de 5.19 kg,77,55,40,0
868,451,Mano,31.01,Equipaje mano de 31.01 kg,50,34,45,0
869,452,Mano,19.68,Equipaje mano de 19.68 kg,56,33,36,0
870,453,De Bodega,14.65,Equipaje de bodega de 14.65 kg,35,21,44,50
871,453,Mano,13.14,Equipaje mano de 13.14 kg,37,50,17,0
872,454,Mano,29.63,Equipaje mano de 29.63 kg,78,60,33,0
873,455,Mano,19.65,Equipaje mano de 19.65 kg,69,60,32,0
874,456,De Bodega,5.76,Equipaje de bodega de 5.76 kg,33,60,37,100
875,456,De Bodega,11.26,Equipaje de bodega de 11.26 kg,70,51,12,50
876,456,De Bodega,19.54,Equipaje de bodega de 19.54 kg,44,58,40,50
877,457,De Bodega,28.59,Equipaje de bodega de 28.59 kg,65,24,16,100
878,457,Mano,22.98,Equipaje mano de 22.98 kg,79,34,11,0
879,458,Mano,29.02,Equipaje mano de 29.02 kg,30,40,29,0
880,458,Mano,9.21,Equipaje mano de 9.21 kg,30,31,50,0
881,459,Mano,30.96,Equipaje mano de 30.96 kg,32,24,45,0
882,459,Mano,15.34,Equipaje mano de 15.34 kg,33,59,44,0
883,460,De Bodega,13.49,Equipaje de bodega de 13.49 kg,49,27,24,0
884,460,Mano,28.35,Equipaje mano de 28.35 kg,61,44,13,0
885,460,Mano,31.27,Equipaje mano de 31.27 kg,78,31,19,0
886,461,Mano,24.23,Equipaje mano de 24.23 kg,47,59,30,0
887,462,De Bodega,31.58,Equipaje de bodega de 31.58 kg,43,47,45,0
888,462,Mano,24.23,Equipaje mano de 24.23 kg,69,29,35,0
889,462,Mano,22.78,Equipaje mano de 22.78 kg,80,33,14,0
890,463,De Bodega,10.84,Equipaje de bodega de 10.84 kg,71,41,29,0
891,463,Mano,23.2,Equipaje mano de 23.2 kg,31,28,19,0
892,463,De Bodega,11.23,Equipaje de bodega de 11.23 kg,65,50,44,50
893,464,Mano,14.74,Equipaje mano de 14.74 kg,60,34,22,0
894,464,De Bodega,15.97,Equipaje de bodega de 15.97 kg,67,48,19,50
895,464,Mano,10.66,Equipaje mano de 10.66 kg,36,32,26,0
896,465,De Bodega,23.4,Equipaje de bodega de 23.4 kg,67,36,18,0
897,466,De Bodega,8.52,Equipaje de bodega de 8.52 kg,39,53,12,100
898,466,Mano,26.74,Equipaje mano de 26.74 kg,52,48,12,0
899,467,Mano,14.12,Equipaje mano de 14.12 kg,50,43,44,0
900,467,De Bodega,11.19,Equipaje de bodega de 11.19 kg,56,44,45,100
901,467,Mano,26.35,Equipaje mano de 26.35 kg,38,42,39,0
902,468,De Bodega,6.37,Equipaje de bodega de 6.37 kg,80,60,30,100
903,468,De Bodega,14.83,Equipaje de bodega de 14.83 kg,37,38,30,100
904,468,Mano,6.23,Equipaje mano de 6.23 kg,78,45,27,0
905,469,De Bodega,20.16,Equipaje de bodega de 20.16 kg,53,40,37,100
906,469,De Bodega,17.86,Equipaje de bodega de 17.86 kg,31,58,45,50
907,469,Mano,12.92,Equipaje mano de 12.92 kg,56,42,32,0
908,470,Mano,21.59,Equipaje mano de 21.59 kg,42,58,31,0
909,470,De Bodega,9.68,Equipaje de bodega de 9.68 kg,43,58,37,0
910,470,Mano,29.02,Equipaje mano de 29.02 kg,76,20,49,0
911,471,De Bodega,17.25,Equipaje de bodega de 17.25 kg,38,47,15,0
912,471,De Bodega,25.45,Equipaje de bodega de 25.45 kg,40,23,12,100
913,471,De Bodega,8.28,Equipaje de bodega de 8.28 kg,44,30,45,0
914,472,Mano,30.79,Equipaje mano de 30.79 kg,73,25,48,0
915,472,Mano,24.33,Equipaje mano de 24.33 kg,38,44,19,0
916,473,Mano,11.06,Equipaje mano de 11.06 kg,39,39,24,0
917,473,De Bodega,18.65,Equipaje de bodega de 18.65 kg,63,24,24,0
918,473,Mano,23.85,Equipaje mano de 23.85 kg,52,52,40,0
919,474,Mano,13.92,Equipaje mano de 13.92 kg,48,56,18,0
920,474,De Bodega,20.62,Equipaje de bodega de 20.62 kg,71,23,15,100
921,475,Mano,31.62,Equipaje mano de 31.62 kg,31,39,10,0
922,476,De Bodega,15.32,Equipaje de bodega de 15.32 kg,44,31,24,0
923,477,De Bodega,24.04,Equipaje de bodega de 24.04 kg,36,38,15,0
924,477,De Bodega,23.39,Equipaje de bodega de 23.39 kg,70,51,10,100
925,478,De Bodega,23.74,Equipaje de bodega de 23.74 kg,38,59,35,0
926,478,De Bodega,6.38,Equipaje de bodega de 6.38 kg,76,58,25,50
927,479,Mano,21.92,Equipaje mano de 21.92 kg,54,40,26,0
928,479,Mano,22.41,Equipaje mano de 22.41 kg,37,55,47,0
929,479,Mano,7.13,Equipaje mano de 7.13 kg,48,39,46,0
930,480,De Bodega,11.46,Equipaje de bodega de 11.46 kg,54,50,20,100
931,481,De Bodega,15.1,Equipaje de bodega de 15.1 kg,53,57,49,100
932,481,De Bodega,13.75,Equipaje de bodega de 13.75 kg,41,21,26,0
933,482,De Bodega,9.65,Equipaje de bodega de 9.65 kg,36,54,23,0
934,483,De Bodega,20.42,Equipaje de bodega de 20.42 kg,53,46,50,0
935,484,Mano,23.19,Equipaje mano de 23.19 kg,62,44,34,0
936,484,De Bodega,19.25,Equipaje de bodega de 19.25 kg,30,51,50,50
937,485,Mano,8.54,Equipaje mano de 8.54 kg,62,27,42,0
938,485,De Bodega,22.54,Equipaje de bodega de 22.54 kg,78,34,40,100
939,486,Mano,5.99,Equipaje mano de 5.99 kg,70,38,32,0
940,486,De Bodega,26.86,Equipaje de bodega de 26.86 kg,53,30,49,100
941,487,Mano,28.05,Equipaje mano de 28.05 kg,48,20,17,0
942,487,De Bodega,27.59,Equipaje de bodega de 27.59 kg,48,49,38,50
943,488,De Bodega,7.75,Equipaje de bodega de 7.75 kg,59,59,27,100
944,489,Mano,31.21,Equipaje mano de 31.21 kg,32,55,33,0
945,490,De Bodega,19.38,Equipaje de bodega de 19.38 kg,30,58,45,0
946,491,De Bodega,28.69,Equipaje de bodega de 28.69 kg,52,42,38,50
947,492,De Bodega,21.34,Equipaje de bodega de 21.34 kg,60,53,25,50
948,492,De Bodega,14.38,Equipaje de bodega de 14.38 kg,64,23,36,100
949,492,De Bodega,11.86,Equipaje de bodega de 11.86 kg,69,20,45,100
950,493,Mano,22.01,Equipaje mano de 22.01 kg,40,47,41,0
951,494,De Bodega,30.18,Equipaje de bodega de 30.18 kg,57,40,15,0
952,494,Mano,29.5,Equipaje mano de 29.5 kg,64,44,17,0
953,494,De Bodega,29.48,Equipaje de bodega de 29.48 kg,80,42,27,0
954,495,De Bodega,23.47,Equipaje de bodega de 23.47 kg,34,55,38,100
955,496,De Bodega,26.98,Equipaje de bodega de 26.98 kg,57,31,35,0
956,496,De Bodega,11.16,Equipaje de bodega de 11.16 kg,76,52,34,100
957,496,De Bodega,30.77,Equipaje de bodega de 30.77 kg,33,25,23,100
958,497,Mano,11.29,Equipaje mano de 11.29 kg,58,36,45,0
959,497,Mano,5.53,Equipaje mano de 5.53 kg,30,26,34,0
960,498,Mano,6.65,Equipaje mano de 6.65 kg,66,58,41,0
961,498,Mano,12.7,Equipaje mano de 12.7 kg,70,21,15,0
962,498,Mano,27.23,Equipaje mano de 27.23 kg,33,30,44,0
963,499,Mano,14.02,Equipaje mano de 14.02 kg,46,45,41,0
964,499,Mano,30.32,Equipaje mano de 30.32 kg,59,23,49,0
965,500,De Bodega,18.37,Equipaje de bodega de 18.37 kg,58,29,14,100
966,500,Mano,25.56,Equipaje mano de 25.56 kg,78,36,24,0
967,501,Mano,14.73,Equipaje mano de 14.73 kg,31,45,13,0
968,501,De Bodega,8.67,Equipaje de bodega de 8.67 kg,70,24,24,0
969,501,De Bodega,5.93,Equipaje de bodega de 5.93 kg,73,48,49,100
970,502,Mano,10.98,Equipaje mano de 10.98 kg,68,24,41,0
971,502,Mano,22.79,Equipaje mano de 22.79 kg,41,30,37,0
972,502,Mano,23.66,Equipaje mano de 23.66 kg,32,57,34,0
973,503,Mano,28.47,Equipaje mano de 28.47 kg,80,32,18,0
974,503,De Bodega,11.15,Equipaje de bodega de 11.15 kg,31,60,36,50
975,503,De Bodega,13.99,Equipaje de bodega de 13.99 kg,51,55,37,50
976,504,Mano,24.48,Equipaje mano de 24.48 kg,41,58,50,0
977,504,De Bodega,13.61,Equipaje de bodega de 13.61 kg,55,26,19,50
978,505,Mano,20.38,Equipaje mano de 20.38 kg,59,47,47,0
979,505,De Bodega,17.27,Equipaje de bodega de 17.27 kg,46,38,39,0
980,505,De Bodega,26.14,Equipaje de bodega de 26.14 kg,51,54,39,50
981,506,Mano,10.04,Equipaje mano de 10.04 kg,76,56,37,0
982,506,De Bodega,14.57,Equipaje de bodega de 14.57 kg,79,47,19,0
983,506,De Bodega,24.55,Equipaje de bodega de 24.55 kg,70,53,32,50
984,507,De Bodega,29.03,Equipaje de bodega de 29.03 kg,56,35,20,50
985,507,De Bodega,14.06,Equipaje de bodega de 14.06 kg,39,26,24,50
986,508,Mano,7.06,Equipaje mano de 7.06 kg,63,60,45,0
987,508,De Bodega,26.3,Equipaje de bodega de 26.3 kg,61,38,35,50
988,509,Mano,28.7,Equipaje mano de 28.7 kg,64,58,36,0
989,510,Mano,15.85,Equipaje mano de 15.85 kg,61,26,25,0
990,510,De Bodega,11.44,Equipaje de bodega de 11.44 kg,38,42,25,0
991,511,De Bodega,6.05,Equipaje de bodega de 6.05 kg,41,29,45,50
992,511,Mano,20.12,Equipaje mano de 20.12 kg,72,30,11,0
993,512,Mano,5.89,Equipaje mano de 5.89 kg,33,39,42,0
994,513,Mano,18.88,Equipaje mano de 18.88 kg,37,31,41,0
995,513,De Bodega,20.2,Equipaje de bodega de 20.2 kg,57,43,47,50
996,514,De Bodega,11.41,Equipaje de bodega de 11.41 kg,73,51,17,100
997,514,Mano,16.95,Equipaje mano de 16.95 kg,62,48,14,0
998,515,De Bodega,18.62,Equipaje de bodega de 18.62 kg,45,51,38,0
999,516,Mano,20.46,Equipaje mano de 20.46 kg,47,40,30,0
1000,517,De Bodega,6.47,Equipaje de bodega de 6.47 kg,34,24,42,100
1001,517,De Bodega,29.85,Equipaje de bodega de 29.85 kg,40,39,41,0
1002,518,Mano,18.12,Equipaje mano de 18.12 kg,43,34,50,0
1003,519,Mano,26.49,Equipaje mano de 26.49 kg,37,32,43,0
1004,519,Mano,13.62,Equipaje mano de 13.62 kg,58,57,15,0
1005,519,De Bodega,14.37,Equipaje de bodega de 14.37 kg,59,40,50,0
1006,520,De Bodega,11.76,Equipaje de bodega de 11.76 kg,45,38,34,50
1007,520,Mano,23.54,Equipaje mano de 23.54 kg,49,41,45,0
1008,520,De Bodega,28.96,Equipaje de bodega de 28.96 kg,47,45,35,50
1009,521,De Bodega,21.47,Equipaje de bodega de 21.47 kg,59,53,18,0
1010,522,De Bodega,16.58,Equipaje de bodega de 16.58 kg,79,46,18,0
1011,522,Mano,14.28,Equipaje mano de 14.28 kg,33,35,23,0
1012,523,Mano,7.37,Equipaje mano de 7.37 kg,35,29,13,0
1013,523,Mano,29.53,Equipaje mano de 29.53 kg,54,27,21,0
1014,524,Mano,8.72,Equipaje mano de 8.72 kg,57,28,46,0
1015,524,De Bodega,31.41,Equipaje de bodega de 31.41 kg,76,41,25,0
1016,525,De Bodega,15.58,Equipaje de bodega de 15.58 kg,30,37,41,50
1017,526,De Bodega,27.34,Equipaje de bodega de 27.34 kg,43,34,46,50
1018,526,Mano,6.02,Equipaje mano de 6.02 kg,42,42,50,0
1019,527,Mano,13.93,Equipaje mano de 13.93 kg,41,28,33,0
1020,527,De Bodega,11.98,Equipaje de bodega de 11.98 kg,56,38,48,50
1021,528,Mano,5.35,Equipaje mano de 5.35 kg,30,24,14,0
1022,528,De Bodega,14.41,Equipaje de bodega de 14.41 kg,78,29,42,50
1023,529,De Bodega,30.4,Equipaje de bodega de 30.4 kg,38,22,32,50
1024,529,Mano,18.04,Equipaje mano de 18.04 kg,71,37,21,0
1025,530,De Bodega,16.01,Equipaje de bodega de 16.01 kg,70,41,29,0
1026,530,De Bodega,21.86,Equipaje de bodega de 21.86 kg,44,56,19,0
1027,531,De Bodega,31.98,Equipaje de bodega de 31.98 kg,70,35,26,50
1028,531,Mano,11.55,Equipaje mano de 11.55 kg,49,34,12,0
1029,532,De Bodega,12.9,Equipaje de bodega de 12.9 kg,53,54,36,50
1030,533,De Bodega,13.29,Equipaje de bodega de 13.29 kg,38,43,32,50
1031,533,De Bodega,8.96,Equipaje de bodega de 8.96 kg,41,33,15,50
1032,533,De Bodega,7.7,Equipaje de bodega de 7.7 kg,71,40,27,100
1033,534,De Bodega,31.92,Equipaje de bodega de 31.92 kg,39,43,23,50
1034,534,De Bodega,5.25,Equipaje de bodega de 5.25 kg,47,45,31,0
1035,534,De Bodega,7.52,Equipaje de bodega de 7.52 kg,55,59,31,50
1036,535,Mano,13.07,Equipaje mano de 13.07 kg,31,58,43,0
1037,536,Mano,30.44,Equipaje mano de 30.44 kg,67,44,43,0
1038,537,Mano,23.29,Equipaje mano de 23.29 kg,80,49,11,0
1039,537,Mano,6.69,Equipaje mano de 6.69 kg,52,50,21,0
1040,538,De Bodega,14.18,Equipaje de bodega de 14.18 kg,67,29,40,50
1041,538,De Bodega,5.88,Equipaje de bodega de 5.88 kg,62,43,32,0
1042,539,De Bodega,18.81,Equipaje de bodega de 18.81 kg,66,41,35,0
1043,539,Mano,14.19,Equipaje mano de 14.19 kg,77,24,48,0
1044,540,Mano,11.24,Equipaje mano de 11.24 kg,32,58,32,0
1045,540,Mano,19.95,Equipaje mano de 19.95 kg,54,34,24,0
1046,541,De Bodega,29.43,Equipaje de bodega de 29.43 kg,61,58,43,100
1047,541,De Bodega,17.15,Equipaje de bodega de 17.15 kg,63,54,10,0
1048,542,De Bodega,13.73,Equipaje de bodega de 13.73 kg,62,51,37,0
1049,543,De Bodega,31.86,Equipaje de bodega de 31.86 kg,53,44,44,0
1050,544,Mano,16.78,Equipaje mano de 16.78 kg,44,34,37,0
1051,544,Mano,12.27,Equipaje mano de 12.27 kg,69,48,36,0
1052,545,De Bodega,15.85,Equipaje de bodega de 15.85 kg,67,26,38,0
1053,545,Mano,29.61,Equipaje mano de 29.61 kg,33,39,12,0
1054,545,Mano,26.52,Equipaje mano de 26.52 kg,63,54,33,0
1055,546,Mano,21.33,Equipaje mano de 21.33 kg,79,24,21,0
1056,546,De Bodega,7.98,Equipaje de bodega de 7.98 kg,69,39,50,0
1057,546,De Bodega,21.32,Equipaje de bodega de 21.32 kg,64,41,29,100
1058,547,Mano,10.97,Equipaje mano de 10.97 kg,53,23,13,0
1059,547,Mano,6.18,Equipaje mano de 6.18 kg,33,37,33,0
1060,547,Mano,5.39,Equipaje mano de 5.39 kg,79,59,12,0
1061,548,Mano,22.87,Equipaje mano de 22.87 kg,65,54,49,0
1062,548,Mano,17.2,Equipaje mano de 17.2 kg,63,28,44,0
1063,549,De Bodega,8.61,Equipaje de bodega de 8.61 kg,32,36,10,100
1064,549,Mano,20.04,Equipaje mano de 20.04 kg,37,44,18,0
1065,549,Mano,22.77,Equipaje mano de 22.77 kg,56,20,36,0
1066,550,Mano,25.82,Equipaje mano de 25.82 kg,42,26,43,0
1067,550,Mano,15.54,Equipaje mano de 15.54 kg,52,60,21,0
1068,550,De Bodega,21.85,Equipaje de bodega de 21.85 kg,51,35,25,100
1069,551,De Bodega,10.03,Equipaje de bodega de 10.03 kg,78,36,23,0
1070,552,Mano,29.42,Equipaje mano de 29.42 kg,77,21,40,0
1071,552,Mano,15.52,Equipaje mano de 15.52 kg,35,21,20,0
1072,553,De Bodega,20.54,Equipaje de bodega de 20.54 kg,62,46,33,0
1073,553,Mano,14.18,Equipaje mano de 14.18 kg,47,49,13,0
1074,553,De Bodega,7.47,Equipaje de bodega de 7.47 kg,68,34,49,0
1075,554,De Bodega,24.7,Equipaje de bodega de 24.7 kg,80,28,49,0
1076,554,Mano,28.24,Equipaje mano de 28.24 kg,44,55,36,0
1077,554,De Bodega,30.56,Equipaje de bodega de 30.56 kg,67,44,18,50
1078,555,De Bodega,24.0,Equipaje de bodega de 24.0 kg,64,60,13,100
1079,555,Mano,6.92,Equipaje mano de 6.92 kg,76,46,38,0
1080,556,De Bodega,24.93,Equipaje de bodega de 24.93 kg,34,31,34,0
1081,557,Mano,27.62,Equipaje mano de 27.62 kg,41,32,33,0
1082,558,Mano,11.07,Equipaje mano de 11.07 kg,67,51,19,0
1083,559,De Bodega,26.32,Equipaje de bodega de 26.32 kg,61,25,34,100
1084,560,De Bodega,17.26,Equipaje de bodega de 17.26 kg,65,34,45,0
1085,561,De Bodega,25.07,Equipaje de bodega de 25.07 kg,60,35,26,100
1086,562,Mano,9.57,Equipaje mano de 9.57 kg,58,34,22,0
1087,562,De Bodega,21.95,Equipaje de bodega de 21.95 kg,53,28,19,100
1088,563,Mano,21.78,Equipaje mano de 21.78 kg,42,28,22,0
1089,564,Mano,28.74,Equipaje mano de 28.74 kg,69,39,32,0
1090,564,Mano,28.81,Equipaje mano de 28.81 kg,55,51,38,0
1091,565,De Bodega,16.79,Equipaje de bodega de 16.79 kg,47,60,27,50
1092,565,Mano,29.78,Equipaje mano de 29.78 kg,64,28,36,0
1093,566,Mano,11.92,Equipaje mano de 11.92 kg,57,44,42,0
1094,566,De Bodega,19.53,Equipaje de bodega de 19.53 kg,36,45,37,50
